tanggal,isu,tonality,berita_jakarta,link/page
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Saluran Air Jl Kesatriaan 8 Kebon Manggis Dibersihkan,beritajakarta.id/read/83969/saluran-air-jl-kesatriaan-8-kebon-manggis-dibersihkan#.X5BE7UIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Puluhan Petugas Normalisasi Saluran Jl Camar Gg 8,https://www.beritajakarta.id/read/83974/puluhan-petugas-normalisasi-saluran-jl-camar-gg-8#.X5BE-kIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Tiga Titik Saluran Air di Jakarta Timur Dibersihkan,https://www.beritajakarta.id/read/83957/tiga-titik-saluran-air-di-jakarta-timur-dibersihkan#.X5BFz0IzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Wagub Ariza Tinjau Gerebek Lumpur di Kali Sentiong,https://www.beritajakarta.id/read/83956/wagub-ariza-tinjau-gerebek-lumpur-di-kali-sentiong#.X5BF0kIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,PPSU Semper Barat Bersihkan Crossing Saluran Phb Camar,https://www.beritajakarta.id/read/83958/ppsu-semper-barat-bersihkan-crossing-saluran-phb-camar#.X5BF1EIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,60 Petugas PPSU Bersihkan Saluran Air Akik Yaman Pisangan Timur,https://www.beritajakarta.id/read/83951/60-petugas-ppsu-bersihkan-saluran-air-akik-yaman-pisangan-timur#.X5BF2EIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Saluran Air Sepanjang 300 Meter di Kelurahan Jati Dibersihkan,https://www.beritajakarta.id/read/83953/saluran-air-sepanjang-300-meter-di-kelurahan-jati-dibersihkan#.X5BF2kIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Saluran Air di Jalan Kemandoran VIII Diperbaiki,https://www.beritajakarta.id/read/83943/saluran-air-di-jalan-kemandoran-viii-diperbaiki#.X5BF60IzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,PPSU Kelapa Gading Barat Tangani Genangan di Dua Ruas Jalan,https://www.beritajakarta.id/read/83924/ppsu-kelapa-gading-barat-tangani-genangan-di-dua-ruas-jalan#.X5BGFEIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,PPSU Johar Baru Angkut 15 Karung Sampah dan Lumpur dari Saluran Warga,https://www.beritajakarta.id/read/83921/ppsu-johar-baru-angkut-15-karung-sampah-dan-lumpur-dari-saluran-warga#.X5BGGkIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Petugas Gulkarmat Jagakarsa Bersihkan Lumpur Sisa Longsor di Ciganjur,https://www.beritajakarta.id/read/83916/petugas-gulkarmat-jagakarsa-bersihkan-lumpur-sisa-longsor-di-ciganjur#.X5BGIUIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Sudin SDA Jaksel Keruk Lumpur Saluran Penghubung Kalibata,https://www.beritajakarta.id/read/83914/sudin-sda-jaksel-keruk-lumpur-saluran-penghubung-kalibata#.X5BGLkIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Antisipasi Banjir Sudinsos Jaktim Siagakan 400 Tagana,https://www.beritajakarta.id/read/83893/antisipasi-banjir-sudinsos-jaktim-siagakan-400-tagana#.X5BGNkIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Dinas Gulkarmat Siapkan Personel dan Peralatan Mengantisipasi Banjir,https://www.beritajakarta.id/read/83901/dinas-gulkarmat-siapkan-personel-dan-peralatan-mengantisipasi-banjir#.X5BGQkIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Dinas LH Pastikan 28 Pintu Saringan Sampah Sungai Kondisinya Prima,https://www.beritajakarta.id/read/83898/dinas-lh-pastikan-28-pintu-saringan-sampah-sungai-kondisinya-prima#.X5BGS0IzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Sudin SDA Kepulauan Seribu Perbaiki Saluran di Pulau Panggang,https://www.beritajakarta.id/read/83894/sudin-sda-kepulauan-seribu-perbaiki-saluran-di-pulau-panggang#.X5BGU0IzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Pengelola Gedung di Jl DI Panjaitan Diimbau Bangun Sumur Resapan,https://www.beritajakarta.id/read/83865/pengelola-gedung-di-jl-di-panjaitan-diimbau-bangun-sumur-resapan#.X5BGXUIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF, Kelurahan Karet Semanggi Tambah Sumur Resapan,https://www.beritajakarta.id/read/83886/kelurahan-karet-semanggi-tambah-sumur-resapan#.X5BGYUIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Petugas Bersihkan Saluran Air Jl Balam Kramat Jati,https://www.beritajakarta.id/read/83869/petugas-bersihkan-saluran-air-jl-balam-kramat-jati#.X5BGfUIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Dinas SDA DKI Keruk Lumpur Kali Sekretaris di Kebon Jeruk,https://www.beritajakarta.id/read/83866/dinas-sda-dki-keruk-lumpur-kali-sekretaris-di-kebon-jeruk#.X5BGhkIzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Posko Siaga Bencana Kampung Melayu Mulai Aktif,https://www.beritajakarta.id/read/83857/posko-siaga-bencana-kampung-melayu-mulai-aktif#.X5BGl0IzbUo
10/19/2020,Berbagai Upaya DKI Jakarta Hadapi La Nina,POSITIF,Saluran Air Jl Utan Kayu Raya Dibersihkan,https://www.beritajakarta.id/read/83860/saluran-air-jl-utan-kayu-raya-dibersihkan#.X5BGmUIzbUo
